C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_17_887.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_17_887.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_17_887.jpg, 0, 0, 0, 7.811359E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_17_993.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_17_993.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_17_993.jpg, 0, 0, 0, 7.869616E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_18_093.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_18_093.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_18_093.jpg, 0, 0, 0, 7.775009E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_18_193.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_18_193.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_18_193.jpg, 0, 0, 0, 7.828342E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_18_297.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_18_297.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_18_297.jpg, 0, 0, 0, 7.822217E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_18_399.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_18_399.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_18_399.jpg, 0, 0, 0, 7.765753E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_18_504.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_18_504.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_18_504.jpg, 0, 0, 0, 7.764378E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_18_605.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_18_605.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_18_605.jpg, 0, 0, 0, 7.803639E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_18_709.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_18_709.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_18_709.jpg, 0, 0, 0, 7.829113E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_18_810.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_18_810.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_18_810.jpg, 0, 0, 0, 7.881699E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_18_911.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_18_911.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_18_911.jpg, 0, 0, 0, 8.037453E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_19_013.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_19_013.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_19_013.jpg, 0, 0, 0, 7.802824E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_19_116.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_19_116.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_19_116.jpg, 0, 0, 0, 7.82518E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_19_219.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_19_219.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_19_219.jpg, 0, 0, 0, 8.197815E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_19_321.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_19_321.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_19_321.jpg, 0, 0, 0, 7.973495E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_19_424.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_19_424.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_19_424.jpg, 0, 0, 0, 7.812135E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_19_529.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_19_529.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_19_529.jpg, 0, 0, 0, 7.827898E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_19_632.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_19_632.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_19_632.jpg, 0, 0, 0, 7.806406E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_19_734.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_19_734.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_19_734.jpg, 0, 0, 0, 7.860858E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_19_836.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_19_836.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_19_836.jpg, 0, 0, 0, 7.929833E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_19_939.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_19_939.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_19_939.jpg, 0, 0, 0, 7.857137E-05
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_20_040.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_20_040.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_20_040.jpg, 0, 0, 0, 0.07139186
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_20_142.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_20_142.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_20_142.jpg, 0, 0, 0, 0.07083943
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_20_246.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_20_246.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_20_246.jpg, 0, 0, 0, 0.07012954
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_20_345.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_20_345.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_20_345.jpg, 0, 0, 0, 0.06942694
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_20_446.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_20_446.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_20_446.jpg, 0, 0, 0, 0.06850567
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_20_547.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_20_547.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_20_547.jpg, 0, 0, 0, 0.06744906
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_20_649.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_20_649.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_20_649.jpg, 0, 0, 0, 0.0661951
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_20_749.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_20_749.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_20_749.jpg, 0, 0.1078322, 0, 0.133524
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_20_850.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_20_850.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_20_850.jpg, 0, 0.4085764, 0, 0.441306
C:\Users\Bhawna\Desktop\Data\IMG\center_2019_09_08_12_53_20_950.jpg, C:\Users\Bhawna\Desktop\Data\IMG\left_2019_09_08_12_53_20_950.jpg, C:\Users\Bhawna\Desktop\Data\IMG\right_2019_09_08_12_53_20_950.jpg, 0, 0.7128845, 0, 1.163427
